variant_id;product_id;article;product_name;color_raw;aroma_id;aroma;size_id;size;price_rub;old_price_rub;height;width;volume;diameter;package_info;material_id;material;composition;details;collection_id;collection;capsule_id;capsule;category_id;category;subcategory_id;subcategory;ready_required;ready_optional;photo_1;photo_2;photo_3;ready_solution_description;available
KD-PD-9418__v001;KD-PD-9418;KD-PD-9418;Кружка Весна;Белый;;;siz_7646237670;350 мл;596;1490;;;350 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зеленый салон;;/assets/images/KD-PD-9418.png;;;;true
KD-PD-8984__v001;KD-PD-8984;KD-PD-8984;Салфетка Весна;Белый;;;siz_445e9902eb;45×45 см;1290;;45 см;45 см;;;;mat_8134a26777;Сатин;100% сатин;;col_1b2574531b;Весна;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Зеленый салон;;/assets/images/KD-PD-8984.png;;;;true
KD-PD-9975__v001;KD-PD-9975;KD-PD-9975;Свеча Весна;Белый;;;siz_e96e39567e;25,5 см;792;990;25,5 см;;;;;mat_58e183f60a;Соевый воск;;;col_1b2574531b;Весна;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зеленый салон;;/assets/images/69df5f56592b1_big.jpg;/assets/images/69958bb93c88e_big.jpg;;;true
KD-PD-9416__v001;KD-PD-9416;KD-PD-9416;Тарелка закусочная Весна;Белый;;;siz_66438ea56f;23 см;1116;2790;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/KD-PD-9416.png;;;;true
KD-PD-9417__v001;KD-PD-9417;KD-PD-9417;Тарелка обеденная Весна;Белый;;;siz_bee8c2d6bf;27 см;1436;3590;;;;27 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_1b2574531b;Весна;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/KD-PD-9417.png;;;;true
KD-PD-10913__v001;KD-PD-10913;KD-PD-10913;Блюдо Весенний сад;Белый;;;siz_409c10d9a6;32 см;5592;6990;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;;Зеленый салон;/assets/images/6a85ae21c78e0_big.jpg;;;;true
KD-PD-10911__v001;KD-PD-10911;KD-PD-10911;Блюдо Весенний сад;Белый;;;siz_f161ee1e53;24×16 см;4472;5590;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;;Зеленый салон;/assets/images/KD-PD-10911.png;;;;true
KD-PD-10911__v002;KD-PD-10911;KD-PD-10911;Блюдо Весенний сад;Белый;;;siz_091fe0f1ec;36×25 см;6392;7990;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;;Зеленый салон;/assets/images/KD-PD-10911.png;;;;true
KD-PD-10925__v001;KD-PD-10925;KD-PD-10925;Кофейная пара Весенний сад;Белый;;;siz_c5de05dd2a;75 мл;2072;2590;;;75 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зеленый салон;;/assets/images/6a85afc487304_big.jpg;;;;true
KD-PD-11141__v001;KD-PD-11141;KD-PD-11141;Набор свечей Весенний сад;зеленый;;;siz_e0755f9edd;45 см;2990;;45 см;;;;;mat_9b2ac80773;Парафин;100% парафин;;col_f61a6a0d8c;Весенний сад;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Зеленый салон;;/assets/images/69df9867a661d_big.jpg;;;;true
KD-PD-10928__v001;KD-PD-10928;KD-PD-10928;Перечница Весенний сад;Белый;;;siz_300e900a10;8 см;1032;1290;;;70 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон;;/assets/images/KD-PD-10928.png;;;;true
KD-PD-10917__v001;KD-PD-10917;KD-PD-10917;Розетка для варенья Весенний сад;Белый;;;siz_4c1c44280c;30 мл;1112;1390;;;30 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;;Зеленый салон;/assets/images/KD-PD-10917.png;;;;true
KD-PD-10915__v001;KD-PD-10915;KD-PD-10915;Салатник Весенний сад;Белый;;;siz_1da3d27caf;300 мл;3672;4590;;;300 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;;Зеленый салон;/assets/images/KD-PD-10915.png;;;;true
KD-PD-10924__v001;KD-PD-10924;KD-PD-10924;Сахарница Весенний сад;Белый;;;siz_1da3d27caf;300 мл;3032;3790;;;300 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон;;/assets/images/KD-PD-10924.png;;;;true
KD-PD-10927__v001;KD-PD-10927;KD-PD-10927;Солонка Весенний сад;Белый;;;siz_300e900a10;8 см;1032;1290;;;70 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон;;/assets/images/KD-PD-10927.png;;;;true
KD-PD-10926__v001;KD-PD-10926;KD-PD-10926;Соусник Весенний сад;Белый;;;siz_397dcdf588;150 мл;2232;2790;;;150 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Зеленый салон;;/assets/images/KD-PD-10926.png;;;;true
KD-PD-10918__v001;KD-PD-10918;KD-PD-10918;Тарелка десертная Весенний сад;Белый;;;siz_4863737db2;19 см;1992;2490;;;;19 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;;Зеленый салон;/assets/images/KD-PD-10918.png;;;;true
KD-PD-10919__v001;KD-PD-10919;KD-PD-10919;Тарелка закусочная Весенний сад;Белый;;;siz_66438ea56f;23 см;2232;2790;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;;Зеленый салон;/assets/images/KD-PD-10919.png;;;;true
KD-PD-10920__v001;KD-PD-10920;KD-PD-10920;Тарелка обеденная Весенний сад;Белый;;;siz_bee8c2d6bf;27 см;2632;3290;;;;27 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/6a85bcecc09c8_big.jpg;;;;true
KD-PD-10921__v001;KD-PD-10921;KD-PD-10921;Тарелка подстановочная Весенний сад;Белый;;;siz_02a8197405;30 см;4392;5490;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зеленый салон;;/assets/images/6a85bcfa2f399_big.jpg;;;;true
KD-PD-10922__v001;KD-PD-10922;KD-PD-10922;Чайная пара Весенний сад;Белый;;;siz_6c0bc92bb9;250 мл;2792;3490;;;250 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;;Зеленый салон;/assets/images/KD-PD-10922.png;;;;true
KD-PD-10923__v001;KD-PD-10923;KD-PD-10923;Чайник Весенний сад;Белый;;;siz_941d591466;1300 мл;6392;7990;;;1300 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_f61a6a0d8c;Весенний сад;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Зеленый салон;;/assets/images/6a85bf6fe9fa3_big.jpg;;;;true
KD-PD-10944__v001;KD-PD-10944;KD-PD-10944;Блюдо Дияф;Белый / Голубой;;;siz_409c10d9a6;32 см;6990;;;;;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Пламя морских глубин;;/assets/images/698deddc79da9_big.JPG;;;;true
KD-PD-11006__v001;KD-PD-11006;KD-PD-11006;Дорожка Дияф;Белый / Золотой;;;siz_260e8c4697;50×120 см;4490;;50 см;120 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Пламя морских глубин;;/assets/images/69f218d992ea2_big.jpg;;;;true
KD-PD-10945__v001;KD-PD-10945;KD-PD-10945;Пиала Дияф;Белый / Голубой;;;siz_3f90b1ef30;370 мл;2190;;;;370 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Пламя морских глубин;;/assets/images/698decfd8e311_big.jpg;;;;true
KD-PD-10590__v001;KD-PD-10590;KD-PD-10590;Плейсмат Дияф;Белый / Золотой;;;siz_dde6fcf663;43×43 см;2590;;43 см;43 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Пламя морских глубин;;/assets/images/698deb44c83a5_big.jpg;;;;true
KD-PD-10591__v001;KD-PD-10591;KD-PD-10591;Салфетка Дияф;Белый / Золотой;;;siz_445e9902eb;45×45 см;1990;;45 см;45 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Пламя морских глубин;;/assets/images/KD-PD-10591.png;;;;true
KD-PD-10950__v001;KD-PD-10950;KD-PD-10950;Сахарница Дияф;Белый / Голубой;;;siz_1da3d27caf;300 мл;3490;;;;300 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Пламя морских глубин;;/assets/images/KD-PD-10950.png;;;;true
KD-PD-10459__v001;KD-PD-10459;KD-PD-10459;Скатерть Дияф;Белый / Золотой;;;siz_e7edbe079b;180×250 см;22900;;180 см;250 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Пламя морских глубин;;/assets/images/KD-PD-10459.png;;;;true
KD-PD-10459__v002;KD-PD-10459;KD-PD-10459;Скатерть Дияф;Белый / Золотой;;;siz_b5e9a22963;180×350 см;22900;;180 см;350 см;;;;mat_84ce26e46a;Хлопок;100% Хлопок;;col_9d34c5e77b;Дияф;;;cat_9161b9503e;Столовый текстиль;sub_9161b9503e;Столовый текстиль;Пламя морских глубин;;/assets/images/KD-PD-10459.png;;;;true
KD-PD-10946__v001;KD-PD-10946;KD-PD-10946;Тарелка десертная Дияф;Белый / Голубой;;;siz_fa6844a343;21 см;2190;;;;;21 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Пламя морских глубин;;/assets/images/KD-PD-10946.png;;;;true
KD-PD-10947__v001;KD-PD-10947;KD-PD-10947;Тарелка закусочная Дияф;Белый / Голубой;;;siz_4084e2cc5c;24 см;3190;;;;;24 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Пламя морских глубин;;/assets/images/KD-PD-10947.png;;;;true
KD-PD-10948__v001;KD-PD-10948;KD-PD-10948;Тарелка обеденная Дияф;Белый / Голубой;;;siz_bee8c2d6bf;27 см;3990;;;;;27 см;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Пламя морских глубин;;/assets/images/KD-PD-10948.png;;;;true
KD-PD-10951__v001;KD-PD-10951;KD-PD-10951;Чайная пара Дияф;Белый / Голубой;;;siz_6c0bc92bb9;250 мл;3990;;;;250 мл;;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Пламя морских глубин;;/assets/images/KD-PD-10951.png;;;;true
KD-PD-10949__v001;KD-PD-10949;KD-PD-10949;Чайник Дияф;Белый / Голубой;;;siz_92d00adbcb;650 мл;4990;;;;650 мл;;;mat_2ca5cf94f3;Фарфор;100% фарфор;;col_9d34c5e77b;Дияф;;;cat_c26358d6ce;Посуда и сервировка;sub_afbde0ee64;Чайники, молочники и сахарницы;Пламя морских глубин;;/assets/images/KD-PD-10949.png;;;;true
KD-PD-10287__v001;KD-PD-10287;KD-PD-10287;Менажница Дрёмица;коричневый;;;siz_02a8197405;30 см;9900;;17 см;30 см;;;;mat_968dc350ce;Дерево / Металл;дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_c26358d6ce;Посуда и сервировка;sub_cabc3a88c6;Блюда и подача;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/68da38fa3c974_big.jpg;/assets/images/68f8dd754708a_big.jpg;;;true
KD-PD-10127__v001;KD-PD-10127;KD-PD-10127;Поднос Дрёмица;коричневый;;;siz_373f8280b1;480 см;49900;;480 см;310 см;;;;mat_968dc350ce;Дерево / Металл;Американский орех;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_e2ccec5fae;Подносы;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/KD-PD-10127.png;;;;true
KD-PD-10127__v002;KD-PD-10127;KD-PD-10127;Поднос Дрёмица;коричневый;;;siz_47bf677487;280 см;39900;;280 см;280 см;;;;mat_968dc350ce;Дерево / Металл;Американский орех;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_e2ccec5fae;Подносы;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/KD-PD-10127.png;;;;true
KD-PD-10283__v001;KD-PD-10283;KD-PD-10283;Подставка для салфеток Дрёмица;коричневый;;;siz_da5f51a102;Единый размер;8900;;;;;;;mat_968dc350ce;Дерево / Металл;Дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_06e60bd4fa;Декор для дома;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/68da390e4614a_big.jpg;/assets/images/68ecc502bdb94_big.jpg;;;true
KD-PD-10284__v001;KD-PD-10284;KD-PD-10284;Подставка-менажница Дрёмица;коричневый;;;siz_da5f51a102;Единый размер;19900;;;;;;;mat_968dc350ce;Дерево / Металл;Дуб;;col_2b1b1d7eb6;Дрёмица;;;cat_06e60bd4fa;Декор для дома;sub_06e60bd4fa;Декор для дома;Теплый брутализм;Зимняя сказка Пламя морских глубин;/assets/images/69f06b63e0eac_big.jpg;/assets/images/68ecc79f1d5e2_big.jpg;;;true
KD-PD-10256__v001;KD-PD-10256;KD-PD-10256;Кружка Феникс;Белый / Золотой;;;siz_3e53916ec5;450 мл;2990;;;;450 мл;;;;;;;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Пламя морских глубин;Зимняя сказка;/assets/images/KD-PD-10256.png;;;;true
KD-PD-10254__v001;KD-PD-10254;KD-PD-10254;Чайная пара Феникс;Белый / Золотой;;;siz_6c0bc92bb9;250 мл;5599;;;;250 мл;16 см;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;;;col_0495d7f773;Феникс;cap_0495d7f773;Феникс;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Пламя морских глубин;Зимняя сказка;/assets/images/KD-PD-10254.png;;;;true
KD-PD-2000__v001;KD-PD-2000;KD-PD-2000;Декоративная подушка «Ледяные узоры»;Ледяной Голубой;;;siz_ac5570a797;50×50 см;5990;;50 см;50 см;;;;mat_84ce26e46a;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Зимняя сказка;;/assets/images/KD-PD-2000-BLUE01.png;;;;true
KD-PD-2000__v002;KD-PD-2000;KD-PD-2000;Декоративная подушка «Ледяные узоры»;Белый;;;siz_ac5570a797;50×50 см;5990;;50 см;50 см;;;;mat_84ce26e46a;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Зимняя сказка;;/assets/images/KD-PD-2000-WHITE01.png;;;;true
KD-PD-2000__v003;KD-PD-2000;KD-PD-2000;Декоративная подушка «Ледяные узоры»;Ночной синий;;;siz_ac5570a797;50×50 см;5990;;50 см;50 см;;;;mat_84ce26e46a;Хлопок;Внешняя часть: 100% хлопок, наполнитель: 100% пух;Декоративный орнамент «Ледяные узоры»;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Зимняя сказка;;/assets/images/KD-PD-2000-DARK01.png;;;;true
KD-PD-2003__v001;KD-PD-2003;KD-PD-2003;Плед «Ледяные узоры»;Ледяной Голубой;;;siz_c5bd73e21d;140×200 см;12990;;140 см;200 см;;;;mat_abe1028d51;Шерсть и хлопок;70% шерсть, 30% хлопок;Жаккардовый орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_a0b0e47bba;Пледы и подушки;sub_39802e3471;Плед;Зимняя сказка;;/assets/images/KD-PD-2003-BLUE01.png;/assets/images/KD-PD-2003-BLUE02.png;;;true
KD-PD-2010__v001;KD-PD-2010;KD-PD-2010;Салатник «Ледяные узоры»;Белый;;;siz_4084e2cc5c;24 см;9990;;;;;24 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Зимняя сказка;;/assets/images/KD-PD-2010-WHITE01.png;;;;true
KD-PD-2010__v002;KD-PD-2010;KD-PD-2010;Салатник «Ледяные узоры»;Ночной синий;;;siz_4084e2cc5c;24 см;9990;;;;;24 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_506b04c158;Салатники, cупницы и глубокие тарелки;Зимняя сказка;;/assets/images/KD-PD-2010-DARK01.png;;;;true
KD-PD-2001__v001;KD-PD-2001;KD-PD-2001;Тарелка «Ледяные узоры»;Ночной синий;;;siz_66438ea56f;23 см;7990;;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зимняя сказка;;/assets/images/KD-PD-2001-DARK01.png;;;;true
KD-PD-2001__v002;KD-PD-2001;KD-PD-2001;Тарелка «Ледяные узоры»;Белый;;;siz_66438ea56f;23 см;7990;;;;;23 см;;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_e0dae1999b;Тарелки;Зимняя сказка;;/assets/images/KD-PD-2001-WHITE01.png;;;;true
KD-PD-2004__v001;KD-PD-2004;KD-PD-2004;Чайная пара «Ледяные узоры»;Белый;;;siz_6c0bc92bb9;250 мл;6990;;;;;15 см;Кружка 1 шт\nБлюдце 1 шт;mat_2ca5cf94f3;Фарфор;100% костяной фарфор;Рельефный орнамент;col_616ab631d5;Ледяные узоры;cap_616ab631d5;Ледяные узоры;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Зимняя сказка;;/assets/images/KD-PD-2004-WHITE01.png;;;;true
KD-PD-10376__v001;KD-PD-10376;KD-PD-10376;Комплект постельного белья Нити;Голубой;;;siz_fc83c1a9eb;Евро 200×220 см;32900;;200 см;220 см;;;;mat_8134a26777;Сатин;100% сатин;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;Зимняя сказка Пламя морских глубин;;/assets/images/KD-PD-10376-01.png;/assets/images/KD-PD-10376-02.png;;;true
KD-PD-10376__v002;KD-PD-10376;KD-PD-10376;Комплект постельного белья Нити;Голубой;;;siz_d39de78aa3;Кинг сайз 220×240 см;43900;;220 см;240 см;;;;mat_8134a26777;Сатин;100% сатин;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;Зимняя сказка Пламя морских глубин;;/assets/images/KD-PD-10376-01.png;/assets/images/KD-PD-10376-02.png;;;true
KD-PD-10599__v001;KD-PD-10599;KD-PD-10599;Подушка декоративная Нити;Голубой;;;siz_445e9902eb;45×45 см;5490;;45 см;45 см;;;;;;;;col_fe08c5b62f;Нити;cap_fe08c5b62f;Нити;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Зимняя сказка Пламя морских глубин;;/assets/images/69e5d18433139_big.jpg;;;;true
KD-PD-8695__v001;KD-PD-8695;KD-PD-8695;Подсвечник Росы;Прозрачный;;;siz_da5f51a102;Единый размер;6900;;;;;;;mat_f0098831c8;Хрусталь;100% хрусталь;;col_982eed716f;Росы;;;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;;Зимняя сказка  Теплый брутализм,  Зеленый салон,  Красные линии Пламя морских глубин;/assets/images/6a47b3e9acf68_big.jpg;;;;true
KD-PD-10375__v001;KD-PD-10375;KD-PD-10375;Комплект постельного белья Тайна;Голубой;;;siz_fc83c1a9eb;Евро 200×220 см;32900;;200 см;220 см;;;;mat_8134a26777;Сатин;100% сатин;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;Пламя морских глубин;Зимняя сказка;/assets/images/KD-PD-10375-02.png;;;;true
KD-PD-10375__v002;KD-PD-10375;KD-PD-10375;Комплект постельного белья Тайна;Голубой;;;siz_d39de78aa3;Кинг сайз 220×240 см;43900;;220 см;240 см;;;;mat_8134a26777;Сатин;100% сатин;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_309738921d;Постельное белье;sub_309738921d;Постельное белье;Пламя морских глубин;Зимняя сказка;/assets/images/KD-PD-10375-02.png;;;;true
KD-PD-10260__v001;KD-PD-10260;KD-PD-10260;Кружка Тайна;Белый / Голубой;;;siz_3e53916ec5;450 мл;4599;;;;450 мл;;;mat_78141744da;Костяной фарфор;100% костяной фарфор;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_c26358d6ce;Посуда и сервировка;sub_96524f0b0f;Кружки, чайные и кофейные пары;Пламя морских глубин;;/assets/images/68f65790028a8_big.jpg;;;;true
KD-PD-10597__v001;KD-PD-10597;KD-PD-10597;Подушка Тайна;Белый;;;siz_42df2bf66b;40×40 см;3599;;40 см;40 см;;;;mat_56ec8dad2a;Бархат;;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Пламя морских глубин;;/assets/images/69e5d81fb0f8c_big.jpg;;;;true
KD-PD-10597__v002;KD-PD-10597;KD-PD-10597;Подушка Тайна;Голубой;;;siz_6f83027196;40×60 см;4599;;40 см;60 см;;;;mat_56ec8dad2a;Бархат;;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_a0b0e47bba;Пледы и подушки;sub_a86f8f51fb;Декоративные подушки;Пламя морских глубин;;/assets/images/69f1d18162bd5_big.jpg;;;;true
KD-PD-10981__v001;KD-PD-10981;KD-PD-10981;Свеча Тайна;Белый;aro_75af4d2eb2;Древесный табак;siz_43f3472507;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Пламя морских глубин;;/assets/images/6978c59a6fa8e_big.jpg;;;;true
KD-PD-10981__v002;KD-PD-10981;KD-PD-10981;Свеча Тайна;Белый;aro_55bdac670d;Уд;siz_43f3472507;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Пламя морских глубин;;/assets/images/6978c59a6fa8e_big.jpg;;;;true
KD-PD-10981__v003;KD-PD-10981;KD-PD-10981;Свеча Тайна;Коричневый;aro_75af4d2eb2;Древесный табак;siz_43f3472507;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Пламя морских глубин;;/assets/images/6a5f809fd6922_big.jpg;;;;true
KD-PD-10981__v004;KD-PD-10981;KD-PD-10981;Свеча Тайна;Коричневый;aro_55bdac670d;Уд;siz_43f3472507;11 см;6599;;11 см;;;;;;;Воск кокосовый;;col_fbe1debe5c;Тайна;cap_fbe1debe5c;Тайна;cat_06e60bd4fa;Декор для дома;sub_96372e8877;Свечи и диффузоры;Пламя морских глубин;;/assets/images/6a5f809fd6922_big.jpg;;;;true
